Historical Date,AAPL US Equity,MSFT US Equity
12/10/2011,14.364,26.96
13/10/2011,14.587,27.18
14/10/2011,15.071,27.27
17/10/2011,15,26.98
18/10/2011,15.08,27.31
19/10/2011,14.236,27.13
20/10/2011,14.118,27.04
21/10/2011,14.031,27.16
24/10/2011,14.492,27.19
25/10/2011,14.206,26.81
26/10/2011,14.307,26.59
27/10/2011,14.453,27.25
28/10/2011,14.463,26.98
31/10/2011,14.456,26.63
01/11/2011,14.161,25.99
02/11/2011,14.193,26.01
03/11/2011,14.395,26.53
04/11/2011,14.294,26.25
07/11/2011,14.276,26.8
08/11/2011,14.508,27.16
09/11/2011,14.117,26.2
10/11/2011,13.758,26.28
11/11/2011,13.736,26.91
14/11/2011,13.545,26.76
15/11/2011,13.887,26.74
16/11/2011,13.742,26.07
17/11/2011,13.479,25.54
18/11/2011,13.391,25.3
21/11/2011,13.179,25
22/11/2011,13.447,24.79
23/11/2011,13.107,24.47
25/11/2011,12.985,24.3
28/11/2011,13.433,24.87
29/11/2011,13.329,24.84
30/11/2011,13.65,25.58
01/12/2011,13.855,25.28
02/12/2011,13.918,25.22
05/12/2011,14.036,25.7
06/12/2011,13.963,25.66
07/12/2011,13.896,25.6
08/12/2011,13.952,25.4
09/12/2011,14.058,25.7
12/12/2011,13.994,25.51
13/12/2011,13.886,25.76
14/12/2011,13.578,25.59
15/12/2011,13.534,25.56
16/12/2011,13.608,26
19/12/2011,13.65,25.53
20/12/2011,14.141,26.025
21/12/2011,14.159,25.76
22/12/2011,14.234,25.81
23/12/2011,14.405,26.03
27/12/2011,14.519,26.04
28/12/2011,14.38,25.82
29/12/2011,14.469,26.02
30/12/2011,14.464,25.96
03/01/2012,14.687,26.765
04/01/2012,14.766,27.4
05/01/2012,14.93,27.68
06/01/2012,15.086,28.105
09/01/2012,15.062,27.74
10/01/2012,15.116,27.84
11/01/2012,15.091,27.72
12/01/2012,15.05,28
13/01/2012,14.993,28.25
17/01/2012,15.168,28.255
18/01/2012,15.325,28.23
19/01/2012,15.277,28.12
20/01/2012,15.011,29.71
23/01/2012,15.265,29.73
24/01/2012,15.015,29.34
25/01/2012,15.952,29.56
26/01/2012,15.88,29.5
27/01/2012,15.974,29.23
30/01/2012,16.179,29.61
31/01/2012,16.303,29.53
01/02/2012,16.293,29.89
02/02/2012,16.254,29.95
03/02/2012,16.417,30.24
06/02/2012,16.57,30.2
07/02/2012,16.744,30.35
08/02/2012,17.024,30.66
09/02/2012,17.613,30.77
10/02/2012,17.622,30.495
13/02/2012,17.95,30.58
14/02/2012,18.195,30.25
15/02/2012,17.774,30.05
16/02/2012,17.936,31.285
17/02/2012,17.933,31.25
21/02/2012,18.388,31.44
22/02/2012,18.323,31.27
23/02/2012,18.443,31.37
24/02/2012,18.658,31.48
27/02/2012,18.777,31.35
28/02/2012,19.122,31.87
29/02/2012,19.373,31.74
01/03/2012,19.445,32.29
02/03/2012,19.471,32.075
05/03/2012,19.041,31.8
06/03/2012,18.938,31.555
07/03/2012,18.953,31.84
08/03/2012,19.357,32.01
09/03/2012,19.47,31.99
12/03/2012,19.714,32.04
13/03/2012,20.289,32.67
14/03/2012,21.056,32.77
15/03/2012,20.913,32.85
16/03/2012,20.913,32.6
19/03/2012,21.468,32.2
20/03/2012,21.641,31.99
21/03/2012,21.518,31.91
22/03/2012,21.405,31.995
23/03/2012,21.288,32.01
26/03/2012,21.678,32.59
27/03/2012,21.946,32.52
28/03/2012,22.058,32.19
29/03/2012,21.781,32.12
30/03/2012,21.413,32.255
02/04/2012,22.094,32.29
03/04/2012,22.476,31.94
04/04/2012,22.297,31.21
05/04/2012,22.631,31.52
09/04/2012,22.723,31.1
10/04/2012,22.444,30.47
11/04/2012,22.364,30.345
12/04/2012,22.242,30.975
13/04/2012,21.615,30.81
16/04/2012,20.719,31.075
17/04/2012,21.775,31.44
18/04/2012,21.726,31.14
19/04/2012,20.98,31.01
20/04/2012,20.464,32.42
23/04/2012,20.418,32.12
24/04/2012,20.01,31.92
25/04/2012,21.786,32.2
26/04/2012,21.704,32.11
27/04/2012,21.536,31.98
30/04/2012,20.856,32.015
01/05/2012,20.79,32.01
02/05/2012,20.928,31.8
03/05/2012,20.779,31.76
04/05/2012,20.188,30.98
07/05/2012,20.339,30.65
08/05/2012,20.292,30.5
09/05/2012,20.328,30.76
10/05/2012,20.376,30.74
11/05/2012,20.24,31.16
14/05/2012,19.936,30.68
15/05/2012,19.756,30.21
16/05/2012,19.503,29.9
17/05/2012,18.933,29.72
18/05/2012,18.942,29.27
21/05/2012,20.046,29.75
22/05/2012,19.892,29.76
23/05/2012,20.377,29.11
24/05/2012,20.19,29.07
25/05/2012,20.082,29.06
29/05/2012,20.438,29.56
30/05/2012,20.685,29.34
31/05/2012,20.633,29.19
01/06/2012,20.035,28.45
04/06/2012,20.153,28.55
05/06/2012,20.101,28.505
06/06/2012,20.409,29.35
07/06/2012,20.419,29.23
08/06/2012,20.726,29.65
11/06/2012,20.399,28.895
12/06/2012,20.577,29.29
13/06/2012,20.434,29.13
14/06/2012,20.412,29.34
15/06/2012,20.505,30.02
18/06/2012,20.921,29.84
19/06/2012,20.979,30.7
20/06/2012,20.919,30.93
21/06/2012,20.631,30.135
22/06/2012,20.789,30.7
25/06/2012,20.384,29.865
26/06/2012,20.429,30.02
27/06/2012,20.518,30.17
28/06/2012,20.323,29.91
29/06/2012,20.857,30.59
02/07/2012,21.161,30.56
03/07/2012,21.408,30.76
05/07/2012,21.784,30.7
06/07/2012,21.639,30.185
09/07/2012,21.925,30
10/07/2012,21.722,29.74
11/07/2012,21.587,29.3
12/07/2012,21.389,28.63
13/07/2012,21.606,29.39
16/07/2012,21.675,29.44
17/07/2012,21.676,29.66
18/07/2012,21.652,30.45
19/07/2012,21.94,30.665
20/07/2012,21.582,30.115
23/07/2012,21.565,29.28
24/07/2012,21.461,29.15
25/07/2012,20.535,28.83
26/07/2012,20.531,29.16
27/07/2012,20.899,29.755
30/07/2012,21.251,29.64
31/07/2012,21.813,29.47
01/08/2012,21.672,29.41
02/08/2012,21.707,29.19
03/08/2012,21.989,29.75
06/08/2012,22.234,29.95
07/08/2012,22.176,30.26
08/08/2012,22.138,30.33
09/08/2012,22.169,30.5
10/08/2012,22.204,30.42
13/08/2012,22.5,30.39
14/08/2012,22.56,30.13
15/08/2012,22.53,30.2
16/08/2012,22.726,30.78
17/08/2012,23.147,30.9
20/08/2012,23.755,30.74
21/08/2012,23.431,30.8
22/08/2012,23.888,30.54
23/08/2012,23.665,30.255
24/08/2012,23.687,30.56
27/08/2012,24.131,30.69
28/08/2012,24.1,30.63
29/08/2012,24.052,30.65
30/08/2012,23.71,30.32
31/08/2012,23.759,30.82
04/09/2012,24.106,30.385
05/09/2012,23.937,30.39
06/09/2012,24.153,31.345
07/09/2012,24.301,30.95
10/09/2012,23.669,30.72
11/09/2012,23.593,30.79
12/09/2012,23.921,30.78
13/09/2012,24.392,30.935
14/09/2012,24.689,31.21
17/09/2012,24.992,31.21
18/09/2012,25.068,31.175
19/09/2012,25.075,31.052
20/09/2012,24.954,31.45
21/09/2012,25.003,31.19
24/09/2012,24.671,30.78
25/09/2012,24.055,30.39
26/09/2012,23.756,30.165
27/09/2012,24.333,30.16
28/09/2012,23.825,29.76
01/10/2012,23.55,29.49
02/10/2012,23.618,29.66
03/10/2012,23.98,29.86
04/10/2012,23.814,30.03
05/10/2012,23.307,29.85
08/10/2012,22.792,29.78
09/10/2012,22.709,29.28
10/10/2012,22.89,28.98
11/10/2012,22.432,28.95
12/10/2012,22.49,29.2
15/10/2012,22.67,29.51
16/10/2012,23.207,29.49
17/10/2012,23.022,29.59
18/10/2012,22.594,29.495
19/10/2012,21.78,28.64
22/10/2012,22.644,28
23/10/2012,21.906,28.047
24/10/2012,22.03,27.9019
25/10/2012,21.769,27.88
26/10/2012,21.571,28.21
31/10/2012,21.261,28.54
01/11/2012,21.305,29.515
02/11/2012,20.6,29.4998
05/11/2012,20.879,29.63
06/11/2012,20.816,29.86
07/11/2012,19.929,29.08
08/11/2012,19.205,28.81
09/11/2012,19.538,28.83
12/11/2012,19.387,28.22
13/11/2012,19.389,27.0895
14/11/2012,19.174,26.84
15/11/2012,18.772,26.6607
16/11/2012,18.846,26.5209
19/11/2012,20.205,26.7277
20/11/2012,20.033,26.71
21/11/2012,20.061,26.95
23/11/2012,20.411,27.7
26/11/2012,21.055,27.385
27/11/2012,20.885,27.08
28/11/2012,20.819,27.36
29/11/2012,21.049,26.95
30/11/2012,20.903,26.615
03/12/2012,20.935,26.4294
04/12/2012,20.566,26.37
05/12/2012,19.243,26.67
06/12/2012,19.544,26.725
07/12/2012,19.045,26.455
10/12/2012,18.922,26.94
11/12/2012,19.335,27.32
12/12/2012,19.25,27.24
13/12/2012,18.918,27.11
14/12/2012,18.207,26.81
17/12/2012,18.53,27.095
18/12/2012,19.068,27.56
19/12/2012,18.797,27.31
20/12/2012,18.633,27.68
21/12/2012,18.548,27.45
24/12/2012,18.577,27.06
26/12/2012,18.321,26.86
27/12/2012,18.395,26.96
28/12/2012,18.2,26.55
31/12/2012,19.006,26.7097
02/01/2013,19.608,27.62
03/01/2013,19.361,27.25
04/01/2013,18.821,26.74
07/01/2013,18.711,26.69
08/01/2013,18.761,26.55
09/01/2013,18.468,26.7
10/01/2013,18.697,26.46
11/01/2013,18.582,26.83
14/01/2013,17.92,26.89
15/01/2013,17.354,27.21
16/01/2013,18.075,27.04
17/01/2013,17.953,27.25
18/01/2013,17.857,27.25
22/01/2013,18.028,27.15
23/01/2013,18.357,27.61
24/01/2013,16.089,27.63
25/01/2013,15.71,27.88
28/01/2013,16.065,27.911
29/01/2013,16.367,28.01
30/01/2013,16.315,27.85
31/01/2013,16.268,27.45
01/02/2013,16.201,27.93
04/02/2013,15.797,27.44
05/02/2013,16.352,27.495
06/02/2013,16.334,27.34
07/02/2013,16.722,27.283
08/02/2013,16.964,27.55
11/02/2013,17.14,27.86
12/02/2013,16.711,27.88
13/02/2013,16.679,28.03
14/02/2013,16.664,28.04
15/02/2013,16.434,28.01
19/02/2013,16.428,28.045
20/02/2013,16.03,27.87
21/02/2013,15.931,27.49
22/02/2013,16.1,27.76
25/02/2013,15.814,27.37
26/02/2013,16.035,27.37
27/02/2013,15.878,27.81
28/02/2013,15.764,27.8
01/03/2013,15.374,27.95
04/03/2013,15.002,28.15
05/03/2013,15.398,28.35
06/03/2013,15.202,28.09
07/03/2013,15.378,28.14
08/03/2013,15.419,28
11/03/2013,15.638,27.87
12/03/2013,15.301,27.91
13/03/2013,15.298,27.915
14/03/2013,15.446,28.135
15/03/2013,15.845,28.035
18/03/2013,16.276,28.1
19/03/2013,16.232,28.18
20/03/2013,16.146,28.315
21/03/2013,16.169,28.11
22/03/2013,16.497,28.25
25/03/2013,16.556,28.16
26/03/2013,16.469,28.155
27/03/2013,16.146,28.37
28/03/2013,15.809,28.605
01/04/2013,15.318,28.61
02/04/2013,15.35,28.8
03/04/2013,15.428,28.56
04/04/2013,15.276,28.595
05/04/2013,15.114,28.7
08/04/2013,15.222,28.59
09/04/2013,15.249,29.61
10/04/2013,15.56,30.28
11/04/2013,15.512,28.935
12/04/2013,15.35,28.79
15/04/2013,14.995,28.69
16/04/2013,15.223,28.97
17/04/2013,14.386,28.825
18/04/2013,14.002,28.79
19/04/2013,13.948,29.765
22/04/2013,14.238,30.83
23/04/2013,14.505,30.6
24/04/2013,14.481,31.76
25/04/2013,14.585,31.94
26/04/2013,14.9,31.79
29/04/2013,15.361,32.61
30/04/2013,15.814,33.1
01/05/2013,15.689,32.72
02/05/2013,15.911,33.16
03/05/2013,16.071,33.49
06/05/2013,16.454,33.75
07/05/2013,16.381,33.31
08/05/2013,16.566,32.99
09/05/2013,16.313,32.66
10/05/2013,16.178,32.69
13/05/2013,16.241,33.03
14/05/2013,15.852,33.53
15/05/2013,15.316,33.845
16/05/2013,15.521,34.08
17/05/2013,15.474,34.87
20/05/2013,15.819,35.08
21/05/2013,15.702,34.85
22/05/2013,15.763,34.61
23/05/2013,15.791,34.15
24/05/2013,15.898,34.269
28/05/2013,15.766,35.02
29/05/2013,15.891,34.88
30/05/2013,16.128,35.03
31/05/2013,16.062,34.9
03/06/2013,16.097,35.59
04/06/2013,16.047,34.99
05/06/2013,15.897,34.78
06/06/2013,15.659,34.96
07/06/2013,15.779,35.67
10/06/2013,15.675,35.47
11/06/2013,15.629,34.84
12/06/2013,15.435,35
13/06/2013,15.57,34.715
14/06/2013,15.359,34.4
17/06/2013,15.429,35
18/06/2013,15.42,34.98
19/06/2013,15.107,34.59
20/06/2013,14.887,33.49
21/06/2013,14.768,33.265
24/06/2013,14.376,33.715
25/06/2013,14.38,33.67
26/06/2013,14.217,34.35
27/06/2013,14.064,34.62
28/06/2013,14.162,34.545
01/07/2013,14.615,34.36
02/07/2013,14.946,33.94
03/07/2013,15.029,34.01
05/07/2013,14.908,34.21
08/07/2013,14.823,34.325
09/07/2013,15.084,34.35
10/07/2013,15.026,34.7
11/07/2013,15.26,35.685
12/07/2013,15.233,35.67
15/07/2013,15.266,36.17
16/07/2013,15.364,36.27
17/07/2013,15.368,35.74
18/07/2013,15.42,35.44
19/07/2013,15.177,31.4
22/07/2013,15.225,32.01
23/07/2013,14.964,31.82
24/07/2013,15.733,31.96
25/07/2013,15.661,31.39
26/07/2013,15.75,31.62
29/07/2013,15.993,31.54
30/07/2013,16.19,31.85
31/07/2013,16.162,31.84
01/08/2013,16.31,31.67
02/08/2013,16.519,31.89
05/08/2013,16.766,31.7
06/08/2013,16.616,31.58
07/08/2013,16.606,32.063
08/08/2013,16.465,32.89
09/08/2013,16.23,32.7
12/08/2013,16.691,32.87
13/08/2013,17.485,32.23
14/08/2013,17.804,32.35
15/08/2013,17.783,31.79
16/08/2013,17.94,31.8
19/08/2013,18.134,31.393
20/08/2013,17.895,31.62
21/08/2013,17.941,31.61
22/08/2013,17.963,32.39
23/08/2013,17.894,34.75
26/08/2013,17.963,34.15
27/08/2013,17.45,33.26
28/08/2013,17.532,33.02
29/08/2013,17.561,33.55
30/08/2013,17.401,33.4
03/09/2013,17.449,31.88
04/09/2013,17.81,31.195
05/09/2013,17.688,31.235
06/09/2013,17.794,31.152
09/09/2013,18.078,31.655
10/09/2013,17.666,32.39
11/09/2013,16.704,32.74
12/09/2013,16.882,32.69
13/09/2013,16.604,33.03
16/09/2013,16.076,32.801
17/09/2013,16.261,32.93
18/09/2013,16.596,33.32
19/09/2013,16.868,33.64
20/09/2013,16.693,32.791
23/09/2013,17.523,32.74
24/09/2013,17.468,32.455
25/09/2013,17.198,32.505
26/09/2013,17.365,32.77
27/09/2013,17.241,33.27
30/09/2013,17.027,33.28
01/10/2013,17.427,33.58
02/10/2013,17.484,33.92
03/10/2013,17.265,33.86
04/10/2013,17.251,33.88
07/10/2013,17.42,33.3
08/10/2013,17.176,33.01
09/10/2013,17.378,33.07
10/10/2013,17.487,33.76
11/10/2013,17.6,34.13
14/10/2013,17.716,34.45
15/10/2013,17.81,34.49
16/10/2013,17.897,34.64
17/10/2013,18.018,34.92
18/10/2013,18.175,34.96
21/10/2013,18.62,34.99
22/10/2013,18.567,34.58
23/10/2013,18.749,33.76
24/10/2013,18.997,33.72
25/10/2013,18.784,35.73
28/10/2013,18.924,35.57
29/10/2013,18.453,35.52
30/10/2013,18.746,35.54
31/10/2013,18.668,35.405
01/11/2013,18.573,35.525
04/11/2013,18.813,35.94
05/11/2013,18.766,36.64
06/11/2013,18.604,38.18
07/11/2013,18.303,37.5
08/11/2013,18.591,37.78
11/11/2013,18.537,37.59
12/11/2013,18.572,37.36
13/11/2013,18.594,38.155
14/11/2013,18.863,38.021
15/11/2013,18.75,37.841
18/11/2013,18.522,37.2
19/11/2013,18.555,36.74
20/11/2013,18.393,37.08
21/11/2013,18.612,37.4
22/11/2013,18.564,37.57
25/11/2013,18.705,37.64
26/11/2013,19.05,37.35
27/11/2013,19.499,37.6
29/11/2013,19.86,38.13
02/12/2013,19.687,38.45
03/12/2013,20.226,38.31
04/12/2013,20.179,38.94
05/12/2013,20.282,38
06/12/2013,20.001,38.36
09/12/2013,20.23,38.705
10/12/2013,20.198,38.11
11/12/2013,20.049,37.61
12/12/2013,20.019,37.22
13/12/2013,19.801,36.69
16/12/2013,19.911,36.885
17/12/2013,19.821,36.52
18/12/2013,19.67,36.58
19/12/2013,19.445,36.25
20/12/2013,19.608,36.8
23/12/2013,20.36,36.62
24/12/2013,20.274,37.08
26/12/2013,20.139,37.44
27/12/2013,20.003,37.29
30/12/2013,19.804,37.29
31/12/2013,20.036,37.41
02/01/2014,19.755,37.16
03/01/2014,19.321,36.91
06/01/2014,19.426,36.13
07/01/2014,19.287,36.41
08/01/2014,19.409,35.76
09/01/2014,19.161,35.53
10/01/2014,19.034,36.04
13/01/2014,19.133,34.98
14/01/2014,19.514,35.78
15/01/2014,19.906,36.76
16/01/2014,19.795,36.89
17/01/2014,19.31,36.38
21/01/2014,19.61,36.17
22/01/2014,19.697,35.93
23/01/2014,19.864,36.055
24/01/2014,19.503,36.805
27/01/2014,19.661,36.03
28/01/2014,18.089,36.27
29/01/2014,17.884,36.66
30/01/2014,17.849,36.86
31/01/2014,17.879,37.84
03/02/2014,17.912,36.48
04/02/2014,18.171,36.35
05/02/2014,18.307,35.82
06/02/2014,18.304,36.18
07/02/2014,18.56,36.56
10/02/2014,18.893,36.8
11/02/2014,19.141,37.175
12/02/2014,19.14,37.47
13/02/2014,19.444,37.61
14/02/2014,19.428,37.62
18/02/2014,19.5,37.42
19/02/2014,19.192,37.51
20/02/2014,18.97,37.75
21/02/2014,18.759,37.98
24/02/2014,18.841,37.69
25/02/2014,18.645,37.54
26/02/2014,18.477,37.47
27/02/2014,18.845,37.86
28/02/2014,18.794,38.31
03/03/2014,18.849,37.78
04/03/2014,18.973,38.41
05/03/2014,19.013,38.11
06/03/2014,18.955,38.15
07/03/2014,18.944,37.9
10/03/2014,18.961,37.82
11/03/2014,19.146,38.02
12/03/2014,19.165,38.27
13/03/2014,18.952,37.89
14/03/2014,18.739,37.7
17/03/2014,18.812,38.05
18/03/2014,18.979,39.55
19/03/2014,18.974,39.27
20/03/2014,18.882,40.33
21/03/2014,19.031,40.16
24/03/2014,19.257,40.5
25/03/2014,19.464,40.34
26/03/2014,19.278,39.79
27/03/2014,19.195,39.36
28/03/2014,19.174,40.3
31/03/2014,19.169,40.99
01/04/2014,19.345,41.42
02/04/2014,19.377,41.35
03/04/2014,19.243,41.01
04/04/2014,18.994,39.87
07/04/2014,18.695,39.8
08/04/2014,18.694,39.82
09/04/2014,18.94,40.47
10/04/2014,18.696,39.36
11/04/2014,18.558,39.209
14/04/2014,18.631,39.18
15/04/2014,18.499,39.75
16/04/2014,18.536,40.4
17/04/2014,18.748,40.01
21/04/2014,18.97,39.94
22/04/2014,18.989,39.99
23/04/2014,18.741,39.69
24/04/2014,20.278,39.86
25/04/2014,20.426,39.91
28/04/2014,21.218,40.87
29/04/2014,21.155,40.51
30/04/2014,21.075,40.4
01/05/2014,21.124,40
02/05/2014,21.164,39.69
05/05/2014,21.463,39.43
06/05/2014,21.229,39.06
07/05/2014,21.155,39.425
08/05/2014,21,39.64
09/05/2014,20.912,39.54
12/05/2014,21.173,39.97
13/05/2014,21.206,40.42
14/05/2014,21.21,40.24
15/05/2014,21.029,39.6
16/05/2014,21.34,39.83
19/05/2014,21.593,39.75
20/05/2014,21.597,39.68
21/05/2014,21.654,40.35
22/05/2014,21.688,40.1
23/05/2014,21.933,40.12
27/05/2014,22.344,40.19
28/05/2014,22.286,40.01
29/05/2014,22.692,40.34
30/05/2014,22.607,40.94
02/06/2014,22.452,40.79
03/06/2014,22.769,40.29
04/06/2014,23.029,40.32
05/06/2014,23.12,41.21
06/06/2014,23.056,41.48
09/06/2014,23.425,41.27
10/06/2014,23.563,41.11
11/06/2014,23.465,40.86
12/06/2014,23.073,40.58
13/06/2014,22.82,41.23
16/06/2014,23.05,41.5
17/06/2014,23.02,41.68
18/06/2014,23.045,41.65
19/06/2014,22.965,41.51
20/06/2014,22.728,41.68
23/06/2014,22.708,41.99
24/06/2014,22.57,41.745
25/06/2014,22.59,42.03
26/06/2014,22.725,41.72
27/06/2014,22.995,42.25
30/06/2014,23.233,41.7
01/07/2014,23.38,41.87
02/07/2014,23.37,41.9
03/07/2014,23.508,41.8
07/07/2014,23.992,41.99
08/07/2014,23.838,41.78
09/07/2014,23.848,41.67
10/07/2014,23.759,41.685
11/07/2014,23.805,42.09
14/07/2014,24.113,42.14
15/07/2014,23.83,42.45
16/07/2014,23.695,44.08
17/07/2014,23.272,44.53
18/07/2014,23.608,44.69
21/07/2014,23.485,44.835
22/07/2014,23.68,44.83
23/07/2014,24.298,44.87
24/07/2014,24.258,44.4
25/07/2014,24.418,44.5
28/07/2014,24.755,43.97
29/07/2014,24.595,43.885
30/07/2014,24.538,43.5785
31/07/2014,23.9,43.16
01/08/2014,24.033,42.86
04/08/2014,23.898,43.37
05/08/2014,23.78,43.08
06/08/2014,23.74,42.74
07/08/2014,23.62,43.23
08/08/2014,23.685,43.2
11/08/2014,23.998,43.2
12/08/2014,23.993,43.52
13/08/2014,24.31,44.08
14/08/2014,24.375,44.27
15/08/2014,24.495,44.79
18/08/2014,24.79,45.11
19/08/2014,25.133,45.33
20/08/2014,25.143,44.95
21/08/2014,25.145,45.22
22/08/2014,25.33,45.15
25/08/2014,25.385,45.17
26/08/2014,25.222,45.005
27/08/2014,25.533,44.87
28/08/2014,25.563,44.88
29/08/2014,25.625,45.43
02/09/2014,25.825,45.09
03/09/2014,24.735,44.96
04/09/2014,24.53,45.26
05/09/2014,24.743,45.91
08/09/2014,24.59,46.47
09/09/2014,24.498,46.76
10/09/2014,25.25,46.84
11/09/2014,25.358,47
12/09/2014,25.415,46.695
15/09/2014,25.408,46.24
16/09/2014,25.215,46.76
17/09/2014,25.395,46.52
18/09/2014,25.448,46.68
19/09/2014,25.24,47.52
22/09/2014,25.265,47.06
23/09/2014,25.66,46.56
24/09/2014,25.438,47.08
25/09/2014,24.468,46.04
26/09/2014,25.188,46.41
29/09/2014,25.028,46.44
30/09/2014,25.188,46.36
01/10/2014,24.795,45.9
02/10/2014,24.975,45.76
03/10/2014,24.905,46.09
06/10/2014,24.905,46.09
07/10/2014,24.688,45.53
08/10/2014,25.2,46.78
09/10/2014,25.255,45.85
10/10/2014,25.183,44.03
13/10/2014,24.953,43.65
14/10/2014,24.688,43.73
15/10/2014,24.385,43.22
16/10/2014,24.065,42.74
17/10/2014,24.418,43.63
20/10/2014,24.94,44.08
21/10/2014,25.618,44.88
22/10/2014,25.748,44.38
23/10/2014,26.208,45.02
24/10/2014,26.305,46.13
27/10/2014,26.278,45.91
28/10/2014,26.685,46.49
29/10/2014,26.835,46.62
30/10/2014,26.745,46.05
31/10/2014,27,46.95
03/11/2014,27.35,47.44
04/11/2014,27.15,47.57
05/11/2014,27.215,47.86
06/11/2014,27.175,48.7
07/11/2014,27.253,48.68
10/11/2014,27.208,48.89
11/11/2014,27.425,48.87
12/11/2014,27.813,48.78
13/11/2014,28.205,49.61
14/11/2014,28.545,49.58
17/11/2014,28.498,49.46
18/11/2014,28.868,48.74
19/11/2014,28.668,48.22
20/11/2014,29.078,48.7
21/11/2014,29.118,47.98
24/11/2014,29.656,47.59
25/11/2014,29.4,47.47
26/11/2014,29.75,47.75
28/11/2014,29.733,47.81
01/12/2014,28.768,48.62
02/12/2014,28.658,48.46
03/12/2014,28.983,48.08
04/12/2014,28.873,48.84
05/12/2014,28.75,48.42
08/12/2014,28.1,47.695
09/12/2014,28.53,47.59
10/12/2014,27.988,46.9
11/12/2014,27.905,47.17
12/12/2014,27.433,46.95
15/12/2014,27.056,46.67
16/12/2014,26.686,45.16
17/12/2014,27.353,45.74
18/12/2014,28.163,47.52
19/12/2014,27.945,47.66
22/12/2014,28.235,47.98
23/12/2014,28.135,48.45
24/12/2014,28.003,48.14
26/12/2014,28.498,47.88
29/12/2014,28.478,47.45
30/12/2014,28.13,47.02
31/12/2014,27.595,46.45
02/01/2015,27.333,46.76
05/01/2015,26.563,46.325
06/01/2015,26.565,45.65
07/01/2015,26.938,46.23
08/01/2015,27.973,47.59
09/01/2015,28.003,47.19
12/01/2015,27.313,46.6
13/01/2015,27.555,46.355
14/01/2015,27.45,45.955
15/01/2015,26.705,45.48
16/01/2015,26.498,46.24
20/01/2015,27.18,46.39
21/01/2015,27.388,45.92
22/01/2015,28.1,47.13
23/01/2015,28.245,47.18
26/01/2015,28.275,47.01
27/01/2015,27.285,42.66
28/01/2015,28.828,41.19
29/01/2015,29.725,42.01
30/01/2015,29.29,40.4
02/02/2015,29.658,41.28
03/02/2015,29.663,41.6
04/02/2015,29.89,41.84
05/02/2015,29.985,42.45
06/02/2015,29.733,42.41
09/02/2015,29.93,42.36
10/02/2015,30.505,42.6
11/02/2015,31.22,42.38
12/02/2015,31.615,43.09
13/02/2015,31.77,43.87
17/02/2015,31.958,43.58
18/02/2015,32.179,43.53
19/02/2015,32.113,43.5
20/02/2015,32.374,43.855
23/02/2015,33.25,44.15
24/02/2015,33.043,44.09
25/02/2015,32.198,43.99
26/02/2015,32.604,44.055
27/02/2015,32.115,43.85
02/03/2015,32.273,43.88
03/03/2015,32.34,43.28
04/03/2015,32.135,43.055
05/03/2015,31.603,43.11
06/03/2015,31.65,42.36
09/03/2015,31.785,42.85
10/03/2015,31.128,42.03
11/03/2015,30.56,41.98
12/03/2015,31.113,41.02
13/03/2015,30.898,41.38
16/03/2015,31.238,41.56
17/03/2015,31.76,41.695
18/03/2015,32.118,42.5
19/03/2015,31.874,42.285
20/03/2015,31.475,42.88
23/03/2015,31.803,42.855
24/03/2015,31.673,42.9
25/03/2015,30.845,41.46
26/03/2015,31.06,41.21
27/03/2015,30.813,40.97
30/03/2015,31.593,40.96
31/03/2015,31.108,40.655
01/04/2015,31.063,40.72
02/04/2015,31.33,40.29
06/04/2015,31.838,41.545
07/04/2015,31.503,41.53
08/04/2015,31.4,41.42
09/04/2015,31.64,41.48
10/04/2015,31.775,41.72
13/04/2015,31.713,41.76
14/04/2015,31.575,41.65
15/04/2015,31.695,42.255
16/04/2015,31.543,42.16
17/04/2015,31.188,41.615
20/04/2015,31.9,42.905
21/04/2015,31.728,42.635
22/04/2015,32.155,42.985
23/04/2015,32.418,43.34
24/04/2015,32.57,47.87
27/04/2015,33.163,48.03
28/04/2015,32.64,49.155
29/04/2015,32.16,49.06
30/04/2015,31.288,48.64
01/05/2015,32.238,48.655
04/05/2015,32.175,48.24
05/05/2015,31.45,47.6
06/05/2015,31.253,46.28
07/05/2015,31.315,46.7
08/05/2015,31.905,47.75
11/05/2015,31.58,47.37
12/05/2015,31.466,47.35
13/05/2015,31.503,47.625
14/05/2015,32.238,48.72
15/05/2015,32.193,48.295
18/05/2015,32.548,48.01
19/05/2015,32.518,47.58
20/05/2015,32.515,47.58
21/05/2015,32.848,47.42
22/05/2015,33.135,46.9
26/05/2015,32.405,46.59
27/05/2015,33.011,47.61
28/05/2015,32.945,47.45
29/05/2015,32.57,46.86
01/06/2015,32.634,47.23
02/06/2015,32.49,46.92
03/06/2015,32.53,46.85
04/06/2015,32.34,46.36
05/06/2015,32.163,46.14
08/06/2015,31.95,45.73
09/06/2015,31.855,45.65
